DOAJ_ID,Title,Authors,Year,Journal,Country_Journal,DOI,URL,Abstract,Keywords,Database
53e26dedcfd54e64b46823fca73651d5,Sustainability in the civil engineering and construction industry: A review,Michael Toryila Tiza,2022,Journal of Sustainable Construction Materials and Technologies,TR,,https://dergipark.org.tr/tr/download/article-file/2238181,"The negative consequences of construction may be minimized by using environmentally friendly construction techniques. The procurement and use of building materials and the chopping down of trees are only some of the various processes involved in construction. There are many ways construction works impact the environment. However, the bulk of traditional building methods has the most significant harmful impact on the ecosystem. For future generations, sustainable building techniques and practices must take priority over conventional ones. This study examines; the idea and substance of sustainable development, sustainable development's triple bottom line, the significance of triple bottom line to the construction industry, corporate sustainability and knowledge transfer, sustainability in construction works, how construction works affect the environment, environmental benefits of construction, barriers to sustainability in the construction industry, and recommended steps to sustainability in construction. The study also points out research gaps to be filled, recommendations and conclusions were derived from a review of the available research. The study found that a project's social sustainability success depends on meeting the requirements of a wide range of stakeholders.",sustainability; civil engineering; construction industry; green construction; green building.,DOAJ
598851a8bf9f4ea6b051d2460bede285,"Incentivizing green building technology: A financial perspective on sustainable development in India [version 1; peer review: 2 approved, 1 approved with reservations]",Tilottama Singh; Richa Goel; Neeraj Priyadarshi; Bhekisipho Twala; Rajesh singh; Rakesh Kumar,2024,F1000Research,GB,10.12688/f1000research.154056.1,https://f1000research.com/articles/13-924/v1,"Future viability depends on ensuring a sustainable society because green energy methods may efficiently reduce greenhouse gas emissions. Nevertheless, stakeholders, consumers, and developers continue to be notably ignorant of the financial incentives connected to green technology. Moreover, there is still a dearth of studies on the range of financial incentives offered by different authorities in India. Monetary incentives, such as tax breaks, indirect tax exemptions, and refunds, are crucial in encouraging the use of green technology in the modern world. This study explores the importance of financial incentives for green building technologies in India, which also looks at the wide range of incentives provided by federal, state, and local governments. Furthermore, the study highlights various state government programs such as goods subsidies, exemptions from local taxes, and fee waivers. Notably, several incentives aimed at consumers, developers, and other stakeholders have been implemented by the Indian Green Building Council (IGBC). This review study emphasizes the effectiveness of financial incentives in green construction projects and draws attention to a clear knowledge gap regarding the adoption of green technology. This study also provides insights into potential future directions. Studies and research results emphasize the importance of spreading the word about financial incentives as a key factor in determining the adoption of green technologies. Many parties, including governmental organizations, municipal governments, developers, and clients engaged in green building technology projects, stand to gain increased awareness.",Financial incentive;  Green Building;  Renewable energy;  Technology;  Government ; eng,DOAJ
5efc318741cd4bdb8769268927776bf5,"Emerging trends in sustainable building materials: Technological innovations, enhanced performance, and future directions",Ali Akbar Firoozi; Ali Asghar Firoozi; D.O. Oyejobi; Siva Avudaiappan; Erick Saavedra Flores,2024,Results in Engineering,NL,10.1016/j.rineng.2024.103521,http://www.sciencedirect.com/science/article/pii/S2590123024017729,"This study rigorously assesses the latest advancements in sustainable building materials, focusing on their classification, innovative production technologies, and performance metrics. We categorize sustainable materials into natural substances, such as bamboo and hemp; recycled products, like crushed concrete and recycled plastics; and innovative composites, including fiber-reinforced polymers. We emphasize the application of advanced manufacturing techniques such as 3D printing and automated fabrication, which significantly boost efficiency and minimize waste in the construction industry. These materials are critically evaluated using standards such as ASTM for mechanical properties and ISO for environmental impacts, affirming their practical viability and durability. However, the adoption of these materials faces obstacles like high initial costs, technical integration challenges, and stringent regulatory frameworks. We provide specific examples, such as the economic impact of switching to bio-based composites and the technical adjustments required for incorporating recycled plastics into structural applications. Looking forward, this paper delves into prospects and research directions, highlighting the need for scalability and integration into conventional construction practices to fully harness the potential of these sustainable materials. This work underscores the vital role of sustainable materials in fostering environmentally friendly and resilient built environments, advocating for continued research and interdisciplinary collaboration to navigate existing challenges and achieve widespread implementation.",Sustainable material innovations; Green building technologies; Additive manufacturing in construction; Environmental impact Standards; Construction industry Sustainability,DOAJ
61219434f5ec4e58880e562c9660e6dc,Sustainable building processes’ challenges and strategies: The relative important index approach,Joshua Ayarkwa; De-Graft Joe Opoku; Prince Antwi-Afari; Rita Yi Man Li,2022,Cleaner Engineering and Technology,GB,10.1016/j.clet.2022.100455,http://www.sciencedirect.com/science/article/pii/S266679082200060X,"Sustainability has been increasingly advocated by the global construction industry due to the need to minimise the industry’s adverse impacts. An important area when focusing on sustainability is the issue of project management teams since they are involved from the project’s inception to its completion. Many studies have investigated and advocated a wide range of sustainability practices within the construction industry. However, little attention has been geared towards construction project management teams when addressing the issues of sustainability. This study aims to provide an empirical analysis of the challenges and mitigating strategies for enhancing project management teams’ readiness in the adoption of sustainable building processes. It does so by undertaking an extensive critical review of literature resulting in the identification of sixteen challenges and sixteen mitigation strategies and conducted a cross-sectional survey among 200 Ghanaian construction industry professionals. Data obtained from the survey was analysed using descriptive statistics and relative importance index rankings. The study revealed that inadequate training and education, unfamiliarity with green technologies, and higher initial costs of green construction practices and materials are the key challenges that hinder project management teams’ implementation of sustainable building processes. The study further revealed the significant mitigation strategies such as educating stakeholders on the future benefits of green buildings, engaging personnel with green building background, and setting sustainable priorities and goals early in the feasibility study. The value of this paper is to help project management teams to understand these challenges and strategize to turn them into opportunities for the construction industry.",Construction projects; Project management teams; Project success; Sustainable building processes; Developing countries,DOAJ
62a0356ccedb48e79f0404fb890fe7c2,An interpretive structural modeling approach to enablers of green supply chain management on construction projects,"Amade, Benedict",2021,Journal of Project Management,CA,10.5267/j.jpm.2021.1.003,http://www.growingscience.com/jpm/Vol6/jpm_2021_3.pdf,"The objective of this study is to understand and evaluate the interactions of the Green Supply Chain Management enablers from a construction project's perspective in Imo State, Nigeria. This paper discusses the mix of practical intuition and determination through an interpretive structural modeling (ISM)-driven methodology. Eight (8) enablers were identified from a literature review, expert consultation, and real-world examples. While Matrice d’Impacts croisesmultipication applique a classement analysis (MICMAC) was used to identify dependence and driving power, it was used as a way to understand the relationship between the enablers. The study found that strong, yet fragile, forces drive GSCM adoption, with enhanced awareness of GSCM, increased market appeal for green construction projects, and government support through incentives and tax rebates.",,DOAJ
63f8a49013d5492ca6320b4fcbeb6870,Green Building Materials Products and Service Market in the Construction Industry,Chidiebere Emmanuel Eze; Rex Asibuodu Ugulu; Samuel Ikechukwu Egwunatum; Imoleayo Abraham Awodele,2021,"Journal of Engineering, Project, and Production Management",US,10.2478/jeppm-2021-0010,http://www.ppml.url.tw/EPPM_Journal/volumns/11_02_May_2021/ID_305_11_2_89_101.pdf,"The construction industry influences and accelerates national growth and development, but it, however, contributes to unsustainable and eco-unfriendly development which impacts on the economy and environment. To encourage investment in sustainable construction, this study made a case for green building materials (GBM) products and services market in the construction industry of developing countries, through an assessment of the benefits of GBM incorporation in construction projects. The study adopted an internet-mediated questionnaire survey approach and snowball sampling techniques to gathered data from clients, consultants, professionals, and contractors/sub-contractor in the southeast geopolitical zones of Nigeria. Frequency, Percentile, Shapiro-Wilk test, Kaiser–Meyer–Olkin (KMO) and Bartlett’s tests, relative importance index (RII) and Kruskal-Wallis test were used to analyse the collected data. The study revealed that the green construction market is unsaturated and under-tapped. With high awareness and low adoption levels of GBM, it was concluded that the most important benefits of GBM that will trigger demand and supply of GBM products and services are improved daylight and reduced need for artificial lighting, improves the quality of life, Increase employees productivity and reduced absenteeism, improve occupants health and comfort, higher profit and return on investment, leads to construction professionals specialisation, reducing greenhouse gas emission from building, reduces toxicity in the internal environment, low operating and maintenance cost, and creates new job opportunities. The uniqueness of this study lies in the assessment of the views of construction stakeholders' in the five states that make up the South-eastern geo-political zone of Nigeria, regarding the key benefits that could trigger the uptake and incorporation of GBM in construction. Developers and Investors in the industry could invest in green construction since there is a ready and unsaturated market for it.",construction industry; green building materials; green building; nigeria; sustainable construction,DOAJ
6a63ca74419c4856851f44494cb920e7,Effective interdisciplinary stakeholder engagement in net zero building design,Simon Vakeva-Baird; Farhang Tahmasebi; Joe-Jack Williams; Dejan Mumovic,2025,Buildings & Cities,GB,10.5334/bc.510,https://account.journal-buildingscities.org/index.php/up-j-bc/article/view/510,"Stakeholder engagement is crucial to the design and construction stages of net zero buildings, requiring interdisciplinary collaboration to promote the integrated design process. The double diamond method is used to structure three briefing methods, deployed as stakeholder engagement to promote the integrated design process and identify pathways to regional, socio-technical knowledge utilisation. Stakeholders in three medium-sized, early stage, construction projects in the UK, Ireland and Rwanda included a range of construction professionals, facility users and policymakers. A consultation survey evidenced recurrent themes of professional agency in responding to the climate emergency and importance of carbon reduction through quality project delivery. A participatory workshop established systemic connections of building performance spanning concept, design, construction and operation life-cycle stages which encompassed technical, environmental, economic and social considerations of performance. A priority weighting workshop evidenced cross-case dominance of the provision of healthy environments relative to carbon and economic targets. A range of participation benefits was evidenced from a longitudinal evaluation of participation in the study. Future research directions for net zero buildings and the integrated design process include the use of decision-analysis methods. Practice relevance A practical approach is provided for project teams to enable interdisciplinary collaboration between construction professionals, clients and policymakers in early-stage net zero building projects. A framework of structured engagement activities helps stakeholders identify performance ambitions (survey), clarify priorities (workshop) and explore systemic performance issues across the building life-cycle, balancing also environmental, social and cost aspects (workshop). The findings highlight the importance of leadership from clients and proactive design teams in embedding sustainability and innovation. The workshops presented in this study can be adapted by practitioners to explore trade-offs, build shared understanding and identify opportunities for using local low-carbon materials. Applying the double diamond method simply but effectively enables the generation, discussion and refinement of diverse stakeholder knowledge during the early project stages. The paper demonstrates how participation benefits can be tracked over time. Practitioners will find guidance for making stakeholder engagement more purposeful and impactful in delivering holistic net zero buildings.",stakeholder engagement; design; participation; engagement; construction project; building project; evaluation; building performance; net zero,DOAJ
6b0969f8992f495e9df674ab2ba20542,"Adopting green building constructions in developing countries through capacity building strategy: survey of Enugu State, Nigeria",Chukwu Daniel Uchenna; Anaele Edmund A.; Omeje Hyginus O.; Ohanu Ifeanyi B.,2019,Sustainable Buildings,FR,10.1051/sbuild/2019004,https://www.sustainable-buildings-journal.org/articles/sbuild/full_html/2019/01/sbuild190003/sbuild190003.html,"Green building (GB) constructions seeks to address housing demands of the growing populace with better qualities, energy efficiency, using recycled and recyclable materials, improve building lifespan and health of occupants. But GB adoption lags in developing countries. This study focused on driving the adoption of GB constructions in developing countries through capacity building strategy: survey of Enugu State, Nigeria. Structured questionnaire was used to collect data from 135 building workers in educational and industrial sectors across the registered construction companies and higher institutions in Enugu State. Mean and rank were used to answer the research questions, while t-test was used to test five null hypotheses at 0.05 level of significance. Results revealed that there is need for capacity building in: GB design, GB site, GB construction, GB operation and maintenance, and GB construction and demolition waste management. Cluster t-test analysis showed discrepancies in the agreement of educational and industrial sector workers on GB design and GB construction needs. The implications for not adopting GB are continual conventional constructions with maximal exploitations and resource depletion. Thus, there is a gap in knowledge where sustainable development advocates, government and pioneers of green construction practices could channel efforts toward assisting the developing countries.",capacity building; green building construction; conventional construction; building maintenance; construction-demolition wastes,DOAJ
6ce7042853434cdaa7a070f7095ae777,Manufacturing of building materials using agricultural waste (sugarcane bagasse ash) for sustainable construction: towards a low carbon economy. A review,Oluwatoyin Joseph Gbadeyan; Lindokuhle Sibiya; Ncumisa Mpongwana; Linda Z Linganiso; Ella Cebisa Linganiso; Nirmala Deenadayalu,2023,International Journal of Sustainable Engineering,GB,10.1080/19397038.2023.2283545,https://www.tandfonline.com/doi/10.1080/19397038.2023.2283545,"ABSTRACTCement production processes contribute to around 5% of carbon emissions globally and increase yearly. To cut 5% of global emissions, alternative materials to substitute cement concentration in building materials must be sourced. This review identified some agricultural waste, such as sugarcane bagasse ash (SBA), palm leaf ash, and rice husk ash, with potential materials for partial substitution or replacement for cement. It also discusses the influence of incorporating agricultural waste on critical properties of building materials such as bricks, interlocks, concrete, and pavements. Adding these agricultural wastes could increase bricks’ strength by 65% and reduce unit weight by 25%. It also improves bio bricks’ compressive strength, water resistance, and bulk density. Optimising agricultural waste-loading-producing building materials is critical to their performance and must be considered for developing brick materials with improved properties. The review established that 50% of cement concentration could be replaced with SCBA, or hybridising rice husk ash, agricultural olive waste (AOW), sugarcane leaf waste ashes (SLWA), and rice husk (RH). This suggested that 100% of cement is achievable by exploring hybridising SCBA, a combination of rice husk, (AOW), (SLWA), and (RH) to develop a sustainable material without compromising the required properties for construction application. Incorporating agricultural waste is a viable way to develop more cost-effective and sustainable building materials with no cement content, resulting in a 5% global emission cut and a low-carbon environment.",Bricks; CO2 emissions; construction sector; sugarcane bagasse ash,DOAJ
702694cb3b624095af7f6f58d17c268e,Assessment of barriers to the adoption of sustainable building materials (SBM) in the construction industry of a developing country,Emmanuel Chidiebere Eze; Onyinye Sofolahan; Olayinka Gideon Omoboye,2023,Frontiers in Engineering and Built Environment,GB,10.1108/FEBE-07-2022-0029,https://www.emerald.com/insight/content/doi/10.1108/FEBE-07-2022-0029/full/pdf,"Purpose – Sustainable/Green building materials (SBMs/GBMs) offer a wide range of benefits which cut across the economic, social and environmental dimensions of sustainability. The incorporation of these materials in construction projects in most developing countries is still low owing to some factors. This study assessed the major barriers to the incorporation of SBMs in the delivery of construction projects in developing countries, with Nigeria as a case in point. Design/methodology/approach – The well-structured quantitative questionnaire was used to gather data from the key players in the construction industry, using the snowball sampling method and electronic means of questionnaire administration. Frequencies, percentile, relative importance index, Kruskal–Wallis H test, Kendall's coefficient of concordance and exploratory factor analysis were used to analyse the gathered data. Findings – The study revealed that the major constructs of barriers to SBM adoption in construction projects are: (1) resistance and information barriers (Eigenvalues = 5.237; % of V = 23.806), (2) regulation and funding of R&D (Eigenvalues = 2.741; % of V = 12.457), (3) cost and market barriers (Eigenvalues = 2.223; % of V = 10.105), (4) government incentive and suppliers' availability (Eigenvalues = 1.728; % of V = 7.852) and (5) GB experts and labour barriers (Eigenvalues = 1.307; % of V = 5.942). Originality/value – This study assessed the view of construction experts in the five states of the south-eastern geo-political zone of Nigeria, particularly as regards the barriers to the incorporation of sustainable building materials in construction projects in the region.",Sustainable building materials (SBM); Green building; Sustainability; Barriers; Construction projects,DOAJ
70692a5bf90e49c0a9361e7f8e93fe19,Revolutionising Green Construction: Harnessing Zeolite and AI-Driven Initiatives for Net-Zero and Climate-Adaptive Buildings,Seyi Stephen; Clinton Aigbavboa; Ayodeji Oke,2025,Buildings,CH,10.3390/buildings15060885,https://www.mdpi.com/2075-5309/15/6/885,"This study explored the role of zeolite and AI-driven initiatives in sustainable construction, particularly for net-zero and climate-adaptive buildings. A quantitative, scientometric, and narrative review was conducted using bibliometric analysis of existing publications from the Scopus and Web of Science databases to identify research trends, key contributions, and technological advancements. The findings revealed that zeolite enhances construction materials by improving thermal regulation, air purification, and carbon capture, while AI optimises energy efficiency, predictive maintenance, and material performance. A cost–benefit analysis showed that integrating zeolite and AI in construction materials reduces long-term energy costs and enhances building sustainability. Comparisons with previous studies highlighted the increasing adoption of these technologies due to their environmental and economic benefits. This study concluded that the combination of zeolite and AI provides innovative solutions for green construction, offering energy-efficient, climate-resilient, and cost-effective building materials.",adaptive building; green construction; net-zero buildings; sustainable technology; zeolite materials,DOAJ
7623c55f9ce24a5ba6f824988606f96a,Bridging the lab-field gap: a reproducible protocol for decentralized production of sawdust-cement ceiling boards in low-resource settings,Oloruntimileyin Akintade; Timothy Adeyi; James Aribisala; John Adeyemi; Shade Ademokoya; Sunday Jegede,2025,Engineering and Technology Journal,IQ,10.30684/etj.2025.164035.2007,https://etj.uotechnology.edu.iq/article_190365_728aa7c4cd1b249fa41c7664eb165aed.pdf,"Sawdust-cement composites (SCC) are sustainable alternatives to conventional building materials, but they are underutilized by grassroots artisans due to the limited availability of reproducible methods in low-resource settings. This study develops a standardized, field-tested protocol for producing ceiling boards using mixed-species sawdust, cement, and mineral fillers with minimal technical requirements and without reliance on industrial infrastructure. The workflow from sourcing to manual hydraulic compaction was documented and validated under artisanal conditions to assess feasibility, consistency, and performance. Results showed consistent physical properties across batches: density (1620 &plusmn; 15 kg/m&sup3;), water absorption (11.2 &plusmn; 0.3%), and thickness swelling (5.6 &plusmn; 0.2%). Low variability confirms reliability and suitability for decentralized production. By emphasizing accessibility and adaptability over optimization, this work provides a replicable framework for community-led construction, laying the foundation for future research on localized, sustainable building materials.",sawdust; cement composites artisanal production resource; limited construction hydraulic compaction sustainable ceiling boards,DOAJ
79933c0b7e684e21ac043f399d05a045,Performance evaluation of waste polycarbonate as bitumen modifier,Abdulfatai A. Murana; Aliyu M. Umar; Manasseh Tyogo; Abdulmumin A. Shuaibu; Yaseer A. Nabage,2022,The Proceedings of the Nigerian Academy of Science,NG,https://doi.org/10.57046/UGJH5013,https://nasjournal.org.ng/site/index.php/pnas/article/view/431/200,"Modification of bitumen has been used to improve the properties of bitumen and bituminous mixes to mitigate the problems of bitumen at extreme and quiescent conditions. It also provides better bitumen at extreme temperatures as well as saving construction cost. In this study, polycarbonate from disposed compact discs was used as modifier for bitumen with the aim of improving its consistency properties. To establish the presence of polycarbonate in the recycled compact discs, Fourier transform infrared (FTIR) spectra analysis was conducted on the waste compact discs. The FTIR results when compared with Infrared Spectroscopy Absorption Table (ISAT), revealed transmittance peaks described by the wave numbers 764-2967cm-1 (C-H), 1770cm-1 (C=O), 1599cm-1 (C=C), 1502cm-1 (C-C) and 1010-1020cm-1 (C-O-C). These peaks confirmed the compact discs as predominantly made up of polycarbonate. Comparative FTIR analysis carried out on the pure and modified bitumen revealed that there is appearance of additional new peaks with wave numbers 2371-2091cm-1 for C-H aromatic bending, 848-2110cm-1 for C=C aromatic bending and 1685-1700cm-1 for C-C aromatic stretching in the spectra of polycarbonate modified bitumen samples, indicating that the polycarbonate has undergone chemical interactions with the bitumen. Such interaction usually results in changes to the molecular structure of the bitumen. Also, comparative analysis carried out on some properties of pure and modified bitumen showed that the modifier decreases the penetration and ductility of bitumen but increases its specific gravity and softening point. These performance evaluation results indicate the ability of polycarbonate in improving the temperature susceptibility and rutting resistance of bitumen.",bitumen modification; waste recycling; hot mix asphalt; green construction; waste management,DOAJ
83ade91b5e474ab686c748d14fbecfab,Life Cycle Assessment of Sustainable Building Materials in the Nigerian Construction Industry,H C O Unegbu; Danjuma Saleh Yawas,2025,Civil and Environmental Science Journal,ID,10.21776/ub.civense.2024.008.01.3,https://civense.ub.ac.id/index.php/civense/article/view/455,"This study presented a comprehensive life cycle assessment (LCA) of sustainable building materials within the Nigerian construction industry, focusing on bamboo, recycled steel, and low-carbon concrete. The research aimed to evaluate the environmental impacts of these materials across all stages of their life cycles, from raw material extraction to end-of-life disposal. A mixed-methods approach was employed, with primary data gathered through interviews and surveys with industry professionals, while secondary data was obtained from reputable databases and literature. The results indicated that bamboo was the most environmentally friendly material, exhibiting the lowest global warming potential, ozone depletion, eutrophication, and resource depletion impacts. Low-carbon concrete also demonstrated significant environmental benefits, particularly in reducing greenhouse gas emissions compared to conventional concrete. Recycled steel, while advantageous in promoting the circular economy, incurred higher energy consumption and emissions due to the energy-intensive recycling process. The study identified several barriers to the widespread adoption of sustainable materials in Nigeria, including high initial costs, limited availability, and a lack of regulatory support. To address these challenges, the research suggested strengthening regulatory frameworks, providing financial incentives, enhancing local production capabilities, and increasing awareness through education and training programs. The findings underscored the potential of sustainable materials to reduce the environmental footprint of construction activities in Nigeria, highlighting the need for coordinated efforts to promote their adoption. This study contributed valuable insights to policymakers, industry stakeholders, and researchers focused on advancing sustainability in the built environment.",sustainable building materials; life cycle assessment; nigerian construction industry; bamboo; recycled steel; low-carbon concrete,DOAJ
87f22cc101294cfea267796f6dc5c6a6,Development and evaluation of green fired clay bricks using industrial and agricultural wastes,Radwa Defalla Abdel Hafez; Bassam A. Tayeh; Raghda Osama Abd- Al Ftah,2022,Case Studies in Construction Materials,GB,10.1016/j.cscm.2022.e01391,http://www.sciencedirect.com/science/article/pii/S221450952200523X,"Green construction materials have emerged as viable options to cope with the sustainability challenges set by the global communities without compromising the technical merits. Agro-industrial wastes have been utilized as alternative components in manufacturing construction products. In this vein, burnt clay bricks (CBs) is one of the novel and viable waste disposal strategy. Therefore, the primary focus of this research is to examine the impacts of agro-industrial wastes, such as sludge waste (SW), steel slag (SS), wood ash (WA), and banana ash (BA) on various physical, mechanical, and microstructure characteristics. The green CBs were prepared by admixing the wastes at a 5%, 10%, 15%, and 20% dosage. The binary blended CBs were dried under the sun for 7 days before being fired at 900 °C for 3 hrs. The CBs containing SW, WA, and BA exhibited lower compressive strengths of ∼67% than the control and SS blended specimens depending on the chemical composition and particle size distribution of the source material. The microstructural analysis of the CBs incorporating the wastes tented to improve with the addition of waste precursors and governed by the Ca/Si ratio. The outcomes revealed the potential of attaining reduced bulk density for the light-weight and cost-effective constructions with low volume (5%) replacement of studied wastes in the clay mixture. The scanning electron microscopic (SEM) analysis revealed a relatively compact matrix of the control and SS-based specimens which tended to improve the engineering properties of developed CBs.",Fired solid clay bricks (FSCB); Agro-industrial waste; Physico-mechanical properties; Durability; Microstructure; Cost analysis,DOAJ
91d1f07017dc45fa913479dc2002b95a,Energy Efficiency in Buildings: Performance Gaps and Sustainable Materials,Henry Odiri Igugu; Jacques Laubscher; António Benjamim Mapossa; Patricia Abimbola Popoola; Modupeola Dada,2024,Encyclopedia,CH,10.3390/encyclopedia4040092,https://www.mdpi.com/2673-8392/4/4/92,"Real-world energy efficiency in the building sector is currently inadequate due to significant discrepancies between predicted and actual building energy performance. As operational energy is optimized through improved building envelopes, embodied energy typically increases, further exacerbating the problem. This gap underscores the critical need to re-evaluate current practices and materials used in energy-efficient building construction. It is well established that adopting a life cycle view of energy efficiency is essential to mitigate the building sector’s contribution to rising global energy consumption and CO<sub>2</sub> emissions. Therefore, this study aims to examine existing research on sustainable building materials for life cycle energy efficiency. Specifically, it reviews recent research to identify key trends, challenges, and suggestions from tested novel materials. A combination of theoretical analysis and narrative synthesis is employed in a four-stage framework discussing the challenges, context, concepts, and the reviewed literature. Key trends include the growing adoption of sustainable materials, such as bio-fabricated and 3D printed materials, which offer improved insulation, thermal regulation, and energy management capabilities. Multifunctional materials with self-healing properties are also emerging as promising solutions for reducing energy loss and enhancing building durability. The focus on reusing materials from the agricultural, food production, and paper manufacturing industries in building construction highlights the opportunity to facilitate a circular economy. However, the challenges are substantial, with more research required to ascertain long-term performance, show opportunities to scale the implementation of these novel materials, and drive market acceptance.",building performance gap; sustainable materials; engineering; architecture; biowaste,DOAJ
93b6b01ddcbd44d38ccf6d266fc171d5,Green Supply Chain Management and Environmental Performance: The moderating role of Firm Size,Samuel Koranteng Fianko; Nathaniel Amoah; Sampson Afrifa Jnr; Thywill Cephas Dzogbewu,2021,International Journal of Industrial Engineering and Management,RS,http://doi.org/10.24867/IJIEM-2021-3-285,http://www.ijiemjournal.uns.ac.rs/images/journal/volume12/IJIEM_285.pdf,"This study examined the impact of internal and external green supply chain practices on environmental performance among construction firms. The study used the quantitative survey research design in its methodology. A total of 217 employees were sampled from fifty (50) construction firms. Structural Equation Modeling was used to analyze the data. The results showed that green design does not have a significant positive relationship with environmental performance. However, green design has a positive impact on external green practices namely green purchasing and green construction. Green purchasing and green construction have direct positive relationships with environmental performance. Green design through external green practices have a significant positive relationship with environmental performance. The study found that firm size moderates the relationship between green design, through external green supply chain practices and environmental performance among construction firms.",green supply chain; green purchasing; green design; green construction; firm size,DOAJ
9ab3d6dd76f64b9aacb939054dda50ca,The Impact of Sustainability on Contractor Selection Criteria in Construction Projects: A Comprehensive Review,mahmoud salim; Khaled Heiza; Ibrahim Mahdi; mohamed saffan,2025,JES: Journal of Engineering Sciences,EG,10.21608/jesaun.2025.361411.1431,https://jesaun.journals.ekb.eg/article_424070_7af074c554fb10de3603919655c86287.pdf,"This paper investigates the increasing emphasis on sustainable practices within the construction industry and its impact on contractor selection criteria. Recognizing the pivotal role of contractors in project success, this study examines the shift in selection criteria towards incorporating sustainability considerations for both project completion and promoting environmentally responsible construction practices. Through a structured review of literature from documented databases and prominent journals published between 2010 and 2024, this research aims to achieve three primary objectives: first, to delineate and classify conventional criteria employed in contractor selection processes; second, to highlight the emergence of contemporary criteria prioritizing sustainability, particularly in the context of green building projects; and third, to comprehensively analyze the current state of knowledge and identify research gaps concerning the influence of sustainability on contractor selection, utilizing structured review methodologies. The key finding of this research indicates that the contractor selection process is significantly influenced by sustainability considerations. When selecting contractors for green building projects, it is essential to integrate sustainability-related criteria, such as environmental and social factors, along with contractors' qualifications in green construction, into the traditional evaluation framework. This study identified a primary limitation: despite reviewing 70 research papers, it is not possible to definitively claim that all relevant publications on contractor selection were examined. The findings of this study provide valuable insights for future research endeavors aimed at developing comprehensive contractor selection models that integrate sustainable criteria alongside traditional criteria.",sustainable development goals; sustainable contractor selection; construction projects; environmental impact; economic benefits,DOAJ
a227b994d50a4061a665dfabceb335d4,Evaluation of the Implementation of Circular Economy and Sustainable Construction Practices in the Nigerian Construction Industry,Ubayi Salisu Mannir,2025,Baltic Journal of Real Estate Economics and Construction Management,PL,10.2478/bjreecm-2025-0015,https://doi.org/10.2478/bjreecm-2025-0015,"Construction activities in Nigeria will continue to affect the environment until sustainable building practices and the circular economy are completely adopted. To identify gaps and areas for improvement and provide practical recommendations that will support the implementation, this study is aimed to evaluate the implementation status of circular economy and sustainable construction practices within the Nigerian construction industry. To accomplish the aims of the study, a structured survey questionnaire was created, validated, and sent online via a Google Form as part of a quantitative research approach. The six portions of this instrument are A, B, C, D, E, and F. The research main conclusions demonstrated that respondents had a high degree of awareness and comprehension of the circular economy and sustainable construction principles; it also emphasised the notable gaps in the use of sustainable building materials, low-level adoption rates of recycling facilities, low-level adoption rates of more advanced technologies such as recycled water, rainwater harvesting systems, and passive solar design. The findings also highlight the strong commitment of the construction industry to easily implemented and cost-effective waste management strategies, energy conservation, and water conservation strategies. The study further emphasises a lack of strict governmental rules and regulations as the main barrier impeding wider adoption of circular economy and sustainable construction methods in the Nigerian construction industry. It is recommended that the government, through various ministries, should play a bigger role in the establishment of policy, incentives, and education, while construction professionals should assume a greater role to empower their clients with knowledge and awareness of the environmental benefits and potential cost savings associated with the circular economy and sustainable construction practices.",circular economy; construction industry; implementation; sustainable construction,DOAJ
a936c5c33c2144628f03bfaa04c0c23a,An empirical study on the thermal behavior of rice husk in eco-friendly brick for external walls of buildings,CHRISTENA hanna; Abdel Monteleb Aly; sayed shebl; Amr Abdallah,2022,JES: Journal of Engineering Sciences,EG,10.21608/jesaun.2022.141836.1144,https://jesaun.journals.ekb.eg/article_251391_b2262e78fb0c5d6386fbd1eeb30f81b8.pdf,"This study aims to analyze the behavior of natural and waste materials when applied to building brick for walls of residential buildings on the indoor temperatures and thermal comfort of residential buildings. In this study, small-scale residential rooms were built during a period of hot weather in Egypt. A comparison between models and a reference model using the traditional burned clay brick was conducted. The results indicate that the mud-brick leads to enhanced thermal behavior by 25% within comfort limits and the surface temperature difference could reach 4.3 K, whereas the compacted bricks achieve 15%, and the temperature difference was found to be 4 K; compared with the traditional fired bricks with 2.1 K surface temperature difference. Scanning electron microscopy showed large holes and cavities in the mud and compacted bricks. Whereas, in the fired clay brick small holes were observed; this difference in structure is hypothesized to lead to the difference in the thermal behavior of the bricks. The thermal conductivity(U), of the unfired mud-brick, was 0.27 W/m.K, U =0.32 W/m.K for compacted soil brick while burned bricks U=0.6 W/m.K. Based on the results, the combinations of rice husk as a waste material, mud, and compacted soil for brick lead to reducing cooling needs and sustainable building materials for new buildings in the hot and dry climate in Egypt.",natural materials; waste; thermal comfort; thermal performance; external envelope,DOAJ
