OpenAlex_ID,Title,Authors,Year,Journal,DOI,URL,Abstract,Keywords,Query_String,Database
https://openalex.org/W4205118663,Determinants of sustainable building materials (SBM) selection on construction projects,Emmanuel Chidiebere Eze; Rex Asibuodu Ugulu; Onyealilam Peter Onyeagam; Desoji Anthony Adegboyega,2021,International Journal of Construction Supply Chain Management,https://doi.org/10.14424/ijcscm110221-166-194,https://doi.org/10.14424/ijcscm110221-166-194,"The complexity and fragmented nature and the multiple stakeholders in the construction industry often make it difficult to come up with a firm decision regarding sustainable building materials selection. The wrong choice could negatively impact the project objective and performance outcome. This study assessed the critical factor influencing the choice of sustainable building materials (SBM) selection on construction projects in the Southeast geopolitical zone of Nigeria. Data were collected using a well-structured questionnaire, non-probability (purposive and snowball) sampling techniques, and an internet-mediated survey. Data analyses were carried out using the appropriate descriptive and inferential statistical tools and exploratory factor analysis (EFA). The study revealed recycled plastic, natural clay and mud, stone, bricks and tile, cellulose, stray bales, grasses, limestone, and wood timber, are the commonly used sustainable building materials. Also, their level of awareness is high while their adoption is moderate. EFA revealed that the major clusters of determinants of the choice of green building materials are: emissions minimisation, low running cost and reusability, low thermal and energy consumption efficiency, low cost and high health and safety consideration and waste minimisation. The key factors influencing the choice of sustainable building materials selection in construction are: reducing greenhouse gas emissions from buildings, materially embodied energy cost, operating and maintenance costs, non-toxic or low toxic emissions generated by the products/materials, recyclability of the building materials, availability of the technical skills, renewable (reusable) properties, inhibiting the impact of buildings on the environment, safety and health of the occupants, and appearance and aesthetic. It is recommended that consideration be given to these factors in selecting sustainable/green building materials in the designs and specifications of construction projects.",Sustainability; Embodied energy; Environmental economics; Snowball sampling; Greenhouse gas; Business; Environmental resource management; Construction engineering,OpenAlex_String1_General,OpenAlex
https://openalex.org/W4310893046,Trends and opportunities of using local sustainable building materials in the Middle East and North Africa region,Mohammed Sonebi; Ahmed Abdalqader; Sofiane Amziane; Леонид Дворкин; Elhem Ghorbel; Saïd Kenai; Jamal Khatib; Nataliya Lushnikova; Arnaud Perrot,2022,RILEM Technical Letters,https://doi.org/10.21809/rilemtechlett.2022.169,https://doi.org/10.21809/rilemtechlett.2022.169,"In recent decades, most of construction activities have been taking place in developing countries such as the Middle East and North Africa region. The expansion in infrastructure has great impact in the technological, social, economic and environmental transformation of this region. Construction sector contribution to Gross Domestic Product (GDP) varies throughout the region and ranges between 2-10%. Currently, sustainable construction requires integrated and comprehensive sustainable design including careful choice of materials and methods. Materials that are locally available and require less energy to produce and transport would pave the way to more sustainable practices. Many countries in the region have realised the benefits of using local building materials on the economy, society and environment. This paper outlines the key trends and opportunities of using sustainable and affordable local building materials in the region to respond to the global climate change crisis and to promote more sustainable and environmentally friendly practices. The current practice of using various building materials such as bio-based materials, treated municipal solid waste incineration bottom ash (MSWI-BA), construction and demolition waste, gypsum-containing by-products (phosphorgypsum, FGD gypsum, borogypsum and others) and rammed earth will be reviewed. It is concluded that the use of these local building materials in construction activities would foster the development of the society. However, some of these materials are already developed and reached the implementation stage while most of them are still at R&D stage. Therefore, there is an urgent need for a comprehensive local and regional strategies to enhance the utilization of these materials.",Demolition; Demolition waste; Sustainable development; Business; Environmental planning; Civil engineering; Engineering; Environmental science,OpenAlex_String1_General,OpenAlex
https://openalex.org/W4213264615,Green construction and environmental performance: an assessment framework,De‐Graft Owusu‐Manu; Prosper Babon-Ayeng; Ernest Kissi; David J. Edwards; Derek Okyere-Antwi; Hatem El‐Gohary,2022,Smart and Sustainable Built Environment,https://doi.org/10.1108/sasbe-07-2021-0120,https://doi.org/10.1108/sasbe-07-2021-0120,"Purpose Construction firms worldwide are increasingly taking pragmatic steps towards addressing environmental problems arising from their activities. Nonetheless, there is a paucity of studies focused on the nexus between green construction and environmental performance. Hence, this study aims to examine the linkages between green construction practice and environmental performance. Design/methodology/approach An extensive literature review was conducted to identify the relevant dimensions of green construction practice and indicators for measuring environmental performance. Variables collated were then subjected to pre-assessment and pre-testing processes. The pre-assessment was used as a preliminary content validation where experts assessed the various dimensions of green construction practice and indicators for measuring environmental performance proposed and determine if indeed the variables represent what the study set out to measure. Data were collected from construction professionals within the Ghana's Kumasi Metropolis. The sample size for the study was 100 experts in sustainable construction methods in the construction industry. A total of 63 responses were received out of the 100 target respondents, accounting for a 63% response rate. Data generated was analysed using mean score analysis and one-sample t-test to determine the level of significance of the various green construction practices and indicators for measuring environmental performance. A Pearson correlation analysis was undertaken to ascertain the relationships that exist among the various dimensions of green construction practice and indicators for measuring environmental performance. Finally, multiple linear regression analysis was utilised to ascertain the effect of the adoption of green construction practice on environmental performance. Findings The results indicate that all the green construction practices and the indicators of environmental performance identified from the literature were significant at p = 0.05. The study's findings revealed that energy management is the most significant construct of green construction practice followed by storm-water management. Furthermore, the analysis showed that the preservation of water is the most significant environmental performance indicator followed by sanitation. The regression model developed also explained that 75% of the variations in environmental performance are explained by green construction practice. Research limitations/implications Notwithstanding the study's achievements, one major limitation the research faced was the relatively small sample size. Practical implications This study provides sufficient data for construction professionals to identify the various green construction practices that could enhance environmental performance. The study's results showed that environmental performance could be improved by adopting the key green construction practices identified in this study. Pragmatic directions are also provided to stakeholders in the construction industry to take a critical look at the environmental performance indicators that were significant. Originality/value This pioneering research attempts to investigate the linkages between green construction practice and environmental performance in Ghana. Key results provide a critical evidential influence of green construction on environmental performance and make a crucial contribution to the current body of knowledge.",Nexus (standard); Sample (material); Construction industry; Environmental impact assessment; Regression analysis; Set (abstract data type); Sustainable development; Sustainability,OpenAlex_String1_General,OpenAlex
https://openalex.org/W4409764526,Enhancing Academia–Industry Partnerships for Sustainable Building: A Change Framework for Research and Innovation Integration in Sub-Saharan Africa,Seyi S. Stephen; Clinton Aigbavboa,2025,Sustainability,https://doi.org/10.3390/su17093863,https://doi.org/10.3390/su17093863,"This study examines how academia–industry partnerships can be enhanced to promote sustainable building practices in sub-Saharan Africa, a region facing rapid urbanization, climate risks, and resource constraints. The research addresses the gap in existing frameworks that often overlook local context, material lifecycle, and the role of early adopters in sustainable construction. A conceptual framework was developed featuring the following seven core components: adaptation, technology, material lifecycle, early adoption, transformation, policy, and sustainability. The methodology involves a detailed literature review, a comparative analysis of existing global and regional frameworks, and case studies from countries such as Kenya, Nigeria, South Africa, Ghana, Rwanda, and Ethiopia. Findings revealed that context-specific adaptation strategies, access to digital tools, use of local materials, and strong policy support drive successful partnerships. Past projects like Kenya’s KOSAP, South Africa’s Green Star system, Makoko Floating School in Nigeria, and Burkina Faso’s use of earth bricks validated the framework’s relevance and flexibility. The study concludes that academia and industry can effectively collaborate when supported by structured processes, training, and policy alignment. These findings contribute to the fields of architecture and urbanism by offering a practical, scalable, and inclusive framework suited to Sub-Saharan realities. The study recommended further research into digital integration, cross-border cooperation, and culturally responsive design to build upon these results and support long-term sustainable development in the region.",Business; Sustainable development; Sustainability; Industrial organization; Environmental planning; Political science; Environmental science; Biology,OpenAlex_String1_General,OpenAlex
https://openalex.org/W2990048144,Green Marketing Orientation and Environmental and Social Performance of Hospitality Firms in South Africa,Olawale Fatoki,2019,Foundations of Management,https://doi.org/10.2478/fman-2019-0023,https://doi.org/10.2478/fman-2019-0023,"Abstract The pressure on businesses to engage not only on profitability but also on social and environmental responsibility has increased in recent times. The study empirically tested the relationship between green marketing orientation (GMO) and environmental and social performance in the context of firms in the hospitality industry. Sustainable performance measurement focuses not only on financial but also on social and environmental performance. The study used the quantitative research design, and the cross-sectional survey method was used for data collection from 192 respondents. Descriptive statistics, Pearson correlation, and regression analysis were used for data analysis. Cronbach’s alpha was used as a measure of reliability. The results indicated a significant positive relationship between GMO and environmental and social performance of hospitality firms. The findings of the study suggest that GMO is a firm-level strategic resource that can improve the sustainable performance of firms in the hospitality sector. Theoretically, the study linked GMO to environmental and social performance of firms. Empirically, the study adds to the literature on the effect of GMO on sustainable performance. Practically, the study suggested recommendations that can improve the adoption of GMO by firms. These include green design, green positioning, green supply chain, and green strategy.",Marketing; Cronbach's alpha; Hospitality; Hospitality industry; Business; Descriptive statistics; Profitability index; Context (archaeology),OpenAlex_String1_General,OpenAlex
https://openalex.org/W2922201869,Development of Sustainable Building Materials from Agro- Industrial Wastes in Nigeria,Abel O. Olorunnisola,2019,IntechOpen eBooks,https://doi.org/10.5772/intechopen.81662,https://doi.org/10.5772/intechopen.81662,"One of the continuing challenges posed by unprecedented urbanisation in Nigeria, estimated at about 5% per annum, is the provision of adequate and affordable housing. The shortage in housing, due in part to the ever-rising prices of construction materials, makes it logical to consider alternative building materials. Paradoxically, Nigeria is grappling with the challenges of managing solid waste, many of which could find suitable applications in the production of cement-, concrete- and clay-based walling, roofing and ceiling products as well as pozzolans for partial replacement for ordinary Portland cement. The objective of this chapter is to present information on the development, experimental investigations and practical application of sustainable building materials from agro-industrial wastes in Nigeria. Agroforestry residues such as bagasse and corn cob ashes have been found suitable as pozzolans; cement- and clay-bonded reinforced composite roofing tiles, hollow concrete blocks and stabilised clay bricks have been developed using a variety of lignocelluloses as sources of fibre reinforcement, while biomaterial substitutes for steel reinforcement in concrete have been tested. However, for these products to become widely acceptable, greater awareness has to be created among all stakeholders in the building construction industry, coupled with the development of appropriate building codes.",Pozzolan; Economic shortage; Cement; Engineering; Building material; Waste management; Civil engineering; Business,OpenAlex_String1_General,OpenAlex
https://openalex.org/W3216251983,Demystifying Low-Carbon Materials,Oisik Das; Ágoston Restás; Vigneshwaran Shanmugam; Gabriel Sas; Michael Försth; Qiang Xu; Lin Jiang; Mikael S. Hedenqvist; Seeram Ramakrishna,2021,Materials Circular Economy,https://doi.org/10.1007/s42824-021-00044-0,https://doi.org/10.1007/s42824-021-00044-0,"Abstract Low-carbon materials (the ‘carbon’ is related to carbon dioxide emission potential and not elemental carbon) need to be developed and embraced ubiquitously for the sustainable development of human society and mitigate climate change. In the absence of clear consensus in the literature coupled with the presence of certain miss-information, this ‘discussion’ article seeks to define low-carbon materials as the materials that foster a healthy living environment and a circular economy via the elimination or reduction of associated greenhouse gas (GHG) emissions and resource depletion and wastage. Furthermore, the multidimensional facets of low-carbon products and services are described to promote widespread utilisation of low-carbon materials so as to transition to desired low-carbon or decarbonised economies. Several specific strategies for realising the aforementioned are illustrated, which include radical green chemistry and materials approach, efficient materials extraction and processing, utilising renewable feedstocks and energies, efficient product manufacturing, enhanced recycling rates, designing out wastes, circular flow of materials, and innovative business models. The information provided in this ‘discussion’ article strives to outline a variety of aspects and tools available and necessary to accelerate the growth of low-carbon materials and progress towards a sustainable future. Graphical abstract The integration of low-carbon materials, products and services with natural resource preservation, prosperity and a healthy living environment",Greenhouse gas; Prosperity; Carbon fibers; Low-carbon economy; Resource (disambiguation); Circular economy; Carbon sequestration; Environmental economics,OpenAlex_String1_General,OpenAlex
https://openalex.org/W2990422767,Adopting green construction practices: health and safety implications,Hilary Omatule Onubi; Nor’Aini Yusof; Ahmad Sanusi Hassan,2019,Journal of Engineering Design and Technology,https://doi.org/10.1108/jedt-08-2019-0203,https://doi.org/10.1108/jedt-08-2019-0203,"Purpose This study aims to assess the impact of adopting selected green construction site practices on the health and safety performance of the construction projects. The impact of storm-water management, energy management and construction waste management on projects health and safety performance was also examined. Design/methodology/approach A survey was conducted to collect information from Class A contractors in Nigeria, and 168 usable responses were received. The data were analysed using the partial least squares (PLSs) structural equation modelling technique. Findings The findings indicate that energy management and waste management practices have significant effects on the health and safety performance of the construction projects, while storm-water management has no effect. Practical implications Project and site managers need to take into consideration the skill set of their workforce when attempting to adopt new innovative construction strategies the workers are unfamiliar with in a changing construction environment. There is also a need for more training of workers on generic and specific green skills to avoid health and safety challenges on site. Originality/value The findings of this study make significant contribution to the debate on the health and safety performance of green projects, as only a few studies have been conducted on this topic. The empirical relationships between the constructs of energy management, waste management, storm-water management and health and safety performance are unique in the context of other related studies and have advanced the body of existing knowledge.",Context (archaeology); Occupational safety and health; Workforce; Business; Engineering; Operations management; Law; Biology,OpenAlex_String1_General,OpenAlex
https://openalex.org/W3047889083,Sustainable Building Materials,D A Suhamad; Salmon Priaji Martana,2020,IOP Conference Series Materials Science and Engineering,https://doi.org/10.1088/1757-899x/879/1/012146,https://doi.org/10.1088/1757-899x/879/1/012146,"Abstract This research is conducted to inform that a sustainable material is easy to be made and can be useful for the community. This material is also environmentally friendly. Observation, precedent, and literature study were used as the research method. The results indicate that the use of sustainable materials can be used optimally such as bamboo, recycled plastic waste, and others. As a conclusion, we can find out how important sustainable materials are and the benefit of a community self-provided material.",Bamboo; Environmentally friendly; Sustainable community; Sustainable development; Sustainable design; Building material; Construction engineering; Sustainability,OpenAlex_String1_General,OpenAlex
https://openalex.org/W4200347964,Drivers and effects of sustainable construction in the South African construction industry,Oluwaseun Dosumu; Clinton Aigbavboa,2021,Acta Structilia,https://doi.org/10.18820/24150487/as28i2.4,https://doi.org/10.18820/24150487/as28i2.4,"Sustainable construction is hardly practised in Africa, despite the consistent campaign for its adoption. This study investigates the drivers and effects of sustainable construction in South Africa. The quantitative survey research design was adopted for the study and the respondents were the construction organisations in Johannesburg, South Africa. The study identified 17 significant drivers of sustainable construction, with construction cost as the dominant variable. The important environmental (8), economic (12), and social benefits (7) of sustainable construction were also determined. The challenges (24) of sustainable construction were also identified. The study recommended that measures for low construction cost should be put in place, and awareness campaigns should be enhanced. Economic benefits are still behind environmental benefits, and this could affect some prospective adopters. Lack of knowledge and weak economies were prevalent challenges that underscore the need for Western support for African nations to comfortably adopt sustainable construction.",Construction industry; Business; Sustainable development; Environmental planning; Economic growth; Geography; Engineering; Political science,OpenAlex_String1_General,OpenAlex
